Game_Title,Platform,Release_Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Terraria,PC,2011,Action,Unknown,0.00,0.13,0.00,0.01,0.14,83.00,29,8.50,1613,Re-Logic,T
L.A. Rush,XB,2005,Racing,Midway Games,0.11,0.03,0.00,0.01,0.14,59.00,36,3.00,4,Midway,T
Record of Agarest War 2,PS3,2010,Role-Playing,Compile Heart,0.09,0.00,0.04,0.01,0.14,56.00,6,7.20,36,"Idea Factory, Compile Heart",T
Skylanders Giants,3DS,2012,Action,Activision,0.12,0.01,0.00,0.01,0.14,59.00,9,5.00,13,n-Space,E10+
Spider-Man: Friend or Foe,Wii,2007,Action,Activision,0.13,0.00,0.00,0.01,0.14,59.00,29,8.00,6,Next Level Games,E10+
Fatal Frame,PS2,2001,Action,Wanadoo,0.07,0.06,0.00,0.02,0.14,74.00,22,8.90,72,Tecmo,T
BlazBlue: Chrono Phantasma Extend,PS4,2015,Action,PQube,0.07,0.03,0.02,0.02,0.14,80.00,10,7.70,31,Arc System Works,T
Wild ARMs 4,PS2,2005,Role-Playing,505 Games,0.07,0.06,0.00,0.02,0.14,69.00,38,7.30,17,Media Vision,T
G.I. Joe: The Rise of Cobra,PS2,2009,Action,Electronic Arts,0.11,0.00,0.00,0.03,0.14,50.00,4,2.30,6,Double Helix Games,T
Casper: Spirit Dimensions,PS2,2001,Platform,TDK Mediactive,0.07,0.05,0.00,0.02,0.14,58.00,7,3.50,6,Lucky Chicken,E
Geometry Wars: Galaxies,DS,2007,Shooter,Vivendi Games,0.13,0.00,0.00,0.01,0.14,79.00,36,7.90,26,Kuju Entertainment,E
Syndicate,PS3,2012,Shooter,EA Games,0.07,0.06,0.00,0.02,0.14,75.00,29,6.50,106,Starbreeze,M
Cave Story 3D,3DS,2011,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14,82.00,29,7.70,72,Nicalis,E10+
Mega Man Powered Up,PSP,2006,Platform,Capcom,0.12,0.01,0.00,0.02,0.14,82.00,28,7.50,36,Capcom,E
Class of Heroes,PSP,2008,Role-Playing,Acquire,0.06,0.00,0.08,0.01,0.14,61.00,12,7.10,12,Zerodiv,T
Second Sight,PS2,2004,Adventure,Codemasters,0.07,0.05,0.00,0.02,0.14,76.00,48,8.00,23,Free Radical Design,T
Alien: Isolation,PC,2014,Shooter,Sega,0.00,0.14,0.00,0.01,0.14,81.00,41,8.40,1588,Creative Assembly,M
Just Cause 3,PC,2015,Action,Square Enix,0.03,0.11,0.00,0.01,0.14,74.00,50,5.30,529,Avalanche Studios,M
Phantom Brave,PS2,2004,Role-Playing,Tecmo Koei,0.07,0.05,0.00,0.02,0.14,81.00,40,7.90,22,Nippon Ichi Software,T
Thor: God of Thunder,X360,2011,Action,Sega,0.09,0.04,0.00,0.01,0.14,38.00,40,5.70,22,Liquid Entertainment,T
Harvest Moon: Hero of Leaf Valley,PSP,2009,Simulation,Rising Star Games,0.07,0.02,0.05,0.01,0.14,74.00,6,7.90,12,Marvelous Entertainment,E
Hexyz Force,PSP,2009,Role-Playing,Atlus,0.07,0.00,0.06,0.01,0.14,68.00,13,7.30,21,Sting,T
Jonny Moseley Mad Trix,PS2,2001,Sports,3DO,0.07,0.05,0.00,0.02,0.14,44.00,14,5.70,6,3DO,T
MTV Music Generator 3: This Is the Remix,PS2,2004,Misc,Codemasters,0.07,0.05,0.00,0.02,0.14,79.00,28,8.60,8,Mix Max,T
Terminator 3: Rise of the Machines,XB,2003,Action,Atari,0.11,0.03,0.00,0.01,0.14,35.00,24,2.00,10,Black Ops Entertainment,T
SSX On Tour,XB,2005,Sports,Electronic Arts,0.11,0.03,0.00,0.01,0.14,81.00,35,8.10,10,EA Canada,E
NCAA College Basketball 2K3,XB,2002,Sports,Sega,0.11,0.03,0.00,0.01,0.14,84.00,12,8.40,5,Kush Games,E
Victorious Boxers: Revolution,Wii,2007,Fighting,Ubisoft,0.07,0.00,0.06,0.01,0.14,59.00,26,5.40,8,Cavia Inc.,T
Farming Simulator 2013,PS3,2013,Simulation,Focus Home Interactive,0.00,0.09,0.02,0.02,0.14,40.00,17,2.90,9,Giants Software,E
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004,Role-Playing,Namco Bandai Games,0.03,0.00,0.11,0.00,0.14,63.00,25,6.90,11,Microvision,E10+
PaRappa The Rapper 2,PS2,2001,Misc,Sony Computer Entertainment,0.07,0.05,0.00,0.02,0.14,67.00,26,6.60,26,NanaOn-Sha,E
NFL Head Coach 09,PS3,2008,Sports,Electronic Arts,0.13,0.00,0.00,0.01,0.14,64.00,12,7.10,12,EA Tiburon,E
Hitman: Blood Money,XB,2006,Action,Eidos Interactive,0.11,0.03,0.00,0.01,0.14,81.00,27,9.10,32,Io Interactive,M
PANGYA: Fantasy Golf,PSP,2009,Sports,Takara Tomy,0.09,0.00,0.04,0.01,0.14,77.00,16,7.00,13,Ntreev Soft,E10+
Gretzky NHL 06,PSP,2005,Sports,Sony Computer Entertainment,0.13,0.00,0.00,0.01,0.14,65.00,22,6.80,4,Page 44 Studios,E10+
NFL Blitz 20-03,XB,2002,Sports,Midway Games,0.11,0.03,0.00,0.01,0.14,72.00,12,7.80,4,Point of View,E
PaRappa The Rapper,PSP,2006,Misc,Sony Computer Entertainment,0.11,0.00,0.02,0.02,0.14,67.00,43,5.20,16,Epics,E
Pirates: The Legend of Black Kat,PS2,2002,Adventure,Electronic Arts,0.07,0.05,0.00,0.02,0.14,72.00,24,7.90,8,Westwood Studios,T
Fur Fighters: Viggo's Revenge,PS2,2001,Action,Acclaim Entertainment,0.07,0.05,0.00,0.02,0.14,64.00,15,7.30,37,Bizarre Creations,T
Thor: God of Thunder,PS3,2011,Action,Sega,0.07,0.05,0.00,0.02,0.14,39.00,35,4.40,19,Liquid Entertainment,T
Skylanders Imaginators,PS4,2016,Platform,Activision,0.04,0.08,0.00,0.02,0.14,80.00,47,5.50,17,Toys for Bob,E10+
The Da Vinci Code,PS2,2006,Action,Take-Two Interactive,0.07,0.05,0.00,0.02,0.14,54.00,43,8.00,24,Double Helix Games,T
Chicken Shoot,DS,2007,Action,Zoo Digital Publishing,0.13,0.00,0.00,0.01,0.14,19.00,4,3.10,7,FrontLine Studios,E10+
Scarface: The World is Yours,Wii,2007,Action,Vivendi Games,0.12,0.01,0.00,0.01,0.14,71.00,23,8.40,29,Radical Entertainment,M
Top Spin 4,Wii,2011,Sports,Take-Two Interactive,0.04,0.08,0.00,0.02,0.14,54.00,8,7.40,7,2K Games,E
Cranium Kabookii,Wii,2007,Misc,Ubisoft,0.13,0.00,0.00,0.01,0.14,64.00,9,5.40,13,Ubisoft Quebec,E
XCOM 2,PS4,2016,Strategy,Take-Two Interactive,0.04,0.08,0.00,0.02,0.14,88.00,28,8.00,116,Firaxis Games,T
Pro Evolution Soccer 2015,XOne,2014,Sports,Konami Digital Entertainment,0.03,0.10,0.00,0.01,0.14,79.00,9,7.30,65,Konami,E
Destruction Derby Raw,PS,2000,Racing,Sony Computer Entertainment,0.08,0.05,0.00,0.01,0.14,69.00,9,7.30,14,Studio 33,E
Risen 2: Dark Waters,X360,2012,Role-Playing,Deep Silver,0.05,0.08,0.00,0.01,0.14,60.00,18,6.00,58,Piranha Bytes,M
World Tour Soccer 2003,PS2,2002,Sports,Sony Computer Entertainment,0.07,0.05,0.00,0.02,0.14,78.00,21,8.30,7,SCEE London Studio,E
ArmA II,PC,2009,Shooter,505 Games,0.00,0.12,0.00,0.02,0.14,77.00,38,7.50,589,Bohemia Interactive,M
Spyro: A Hero's Tail,XB,2004,Platform,Vivendi Games,0.11,0.03,0.00,0.01,0.14,64.00,17,9.10,10,Eurocom Entertainment Software,E
Cities: Skylines,PC,2015,Simulation,Paradox Interactive,0.00,0.13,0.00,0.01,0.14,85.00,60,8.90,1404,Colossal Order,E
Eternal Poison,PS2,2008,Role-Playing,Banpresto,0.07,0.05,0.00,0.02,0.14,65.00,11,8.20,9,Flight-Plan,T
Gungrave: Overdose,PS2,2004,Shooter,Play It,0.07,0.05,0.00,0.02,0.14,68.00,50,8.70,12,Seta Corporation,M
Metal Slug Anthology,Wii,2006,Shooter,Ignition Entertainment,0.12,0.01,0.00,0.01,0.14,73.00,38,8.00,22,Terminal Reality,T
The Orange Box,PC,2007,Shooter,Electronic Arts,0.00,0.11,0.00,0.03,0.14,96.00,34,9.30,1495,Valve Software,M
Shovel Knight,3DS,2015,Platform,Yacht Club Games,0.08,0.04,0.02,0.01,0.14,90.00,9,8.20,225,Yacht Club Games,E
Power Gig: Rise of the SixString,PS3,2010,Misc,Unknown,0.13,0.00,0.00,0.01,0.14,36.00,10,0.50,4,Seven45 Studios,T
Mr. Driller: Drill Spirits,DS,2004,Puzzle,Nintendo,0.08,0.00,0.05,0.01,0.14,70.00,35,8.90,9,Namco,E
Dream Pinball 3D,Wii,2008,Misc,SouthPeak Games,0.10,0.02,0.00,0.01,0.14,54.00,8,7.60,7,TopWare Interactive,E10+
Star Wars: Knights of the Old Republic,PC,2003,Role-Playing,LucasArts,0.01,0.10,0.00,0.02,0.14,93.00,33,9.00,1497,BioWare,T
The Operative: No One Lives Forever,PS2,2002,Shooter,Electronic Arts,0.07,0.05,0.00,0.02,0.14,67.00,23,8.00,16,Monolith Productions,T
Cabela's African Safari,X360,2006,Sports,Activision Value,0.13,0.00,0.00,0.01,0.14,53.00,4,5.00,8,FUN Labs,T
Ecco the Dolphin: Defender of the Future,PS2,2002,Adventure,Sony Computer Entertainment,0.07,0.05,0.00,0.02,0.14,71.00,17,8.50,11,Appaloosa Interactive,E
Just Cause,X360,2006,Action,Eidos Interactive,0.10,0.03,0.01,0.01,0.14,73.00,57,7.20,52,Avalanche Studios,M
X-Blades,X360,2009,Action,SouthPeak Games,0.10,0.02,0.02,0.01,0.14,50.00,39,5.40,14,Gaijin Entertainment,M
Odin Sphere: Leifthrasir,PSV,2016,Role-Playing,Nippon Ichi Software,0.02,0.02,0.09,0.01,0.14,93.00,5,7.90,83,Vanillaware,T
Homefront: The Revolution,XOne,2016,Shooter,Deep Silver,0.06,0.07,0.00,0.01,0.14,49.00,12,4.10,106,Deep Silver Dambuster Studios,M
Godzilla: Save the Earth,XB,2004,Fighting,Atari,0.10,0.03,0.00,0.00,0.14,63.00,22,8.20,6,"Pipeworks Software, Inc.",T
TRINITY: Souls of Zill O'll,PS3,2010,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.01,0.14,55.00,34,6.20,33,Omega Force,T
Virtua Tennis 4,Wii,2011,Sports,Sega,0.05,0.08,0.00,0.01,0.14,65.00,15,7.50,4,Sega,E
Enclave,XB,2002,Adventure,Swing! Entertainment,0.11,0.03,0.00,0.01,0.14,66.00,28,8.40,13,Starbreeze,M
Wild ARMs XF,PSP,2007,Role-Playing,505 Games,0.07,0.00,0.06,0.01,0.14,64.00,22,6.60,19,Media Vision,E10+
7 Days to Die,PS4,2016,Action,Telltale Games,0.04,0.08,0.00,0.02,0.14,45.00,16,5.90,140,The Fun Pimps Entertainment LLC,M
Rayman Legends,PSV,2014,Platform,Ubisoft,0.01,0.10,0.00,0.03,0.14,87.00,8,8.40,159,Ubisoft Montpellier,E10+
Dino Crisis 3,XB,2003,Action,Capcom,0.08,0.03,0.03,0.00,0.14,51.00,28,4.10,22,Capcom,M
College Hoops 2K8,PS3,2007,Sports,Take-Two Interactive,0.13,0.00,0.00,0.01,0.14,82.00,18,5.20,6,Visual Concepts,E
Risen,PC,2009,Role-Playing,Deep Silver,0.00,0.11,0.00,0.02,0.14,77.00,32,8.10,676,Piranha Bytes,M
Transformers: Devastation,XOne,2015,Action,Activision,0.09,0.04,0.00,0.01,0.14,75.00,25,7.90,55,PlatinumGames,T
The Darkness II,PC,2012,Shooter,Take-Two Interactive,0.10,0.03,0.00,0.01,0.14,77.00,20,7.60,448,Digital Extremes,M
Eragon,X360,2006,Action,Vivendi Games,0.12,0.01,0.00,0.01,0.14,48.00,32,5.70,24,Stormfront Studios,T
Dynasty Warriors 7: Empires,PS3,2012,Action,Ubisoft Annecy,0.00,0.00,0.14,0.00,0.14,63.00,20,8.00,22,Omega Force,T
Dead Island Definitive Collection,PS4,2016,Action,Deep Silver,0.03,0.07,0.01,0.02,0.14,63.00,32,6.40,45,Techland,M
Blazing Angels 2: Secret Missions of WWII,X360,2007,Simulation,Ubisoft,0.11,0.02,0.00,0.01,0.14,72.00,24,7.80,12,Ubisoft Romania,T
How to Train Your Dragon,X360,2010,Action,Activision,0.11,0.02,0.00,0.01,0.14,58.00,23,7.60,10,Etranges Libellules,E10+
Battlefield: Hardline,PC,2015,Shooter,Electronic Arts,0.00,0.13,0.00,0.01,0.14,71.00,31,3.80,773,Visceral Games,M
Brothers: A Tale of Two Sons,PS4,2015,Adventure,505 Games,0.03,0.08,0.00,0.02,0.14,81.00,10,8.60,73,Starbreeze,T
Dead Rising 2,PC,2010,Action,Capcom,0.10,0.02,0.00,0.01,0.14,78.00,17,6.30,211,Blue Castle Games,M
Heroes over Europe,X360,2009,Simulation,Ubisoft,0.10,0.02,0.00,0.01,0.14,62.00,39,8.10,9,Transmission Games,T
Create,X360,2010,Action,Electronic Arts,0.10,0.03,0.00,0.01,0.14,60.00,19,5.80,10,EA Bright Light,E
UEFA Euro 2004: Portugal,PS2,2004,Sports,Electronic Arts,0.07,0.05,0.00,0.02,0.14,76.00,21,6.40,18,EA Canada,E
Happy Feet,Wii,2006,Action,Midway Games,0.12,0.00,0.00,0.01,0.14,46.00,11,6.70,16,Artificial Mind and Movement,E
NBA Jam,XB,2003,Sports,Acclaim Entertainment,0.10,0.03,0.00,0.00,0.14,68.00,17,9.10,7,Acclaim,E
World Tour Soccer 2002,PS2,2001,Sports,Sony Computer Entertainment,0.07,0.05,0.00,0.02,0.14,77.00,21,7.50,10,SCEE London Studio,E
NBA Ballers: Chosen One,PS3,2008,Sports,Midway Games,0.12,0.00,0.00,0.01,0.14,54.00,23,6.50,4,Midway,E
NCIS,X360,2011,Adventure,Ubisoft,0.10,0.02,0.00,0.01,0.14,35.00,11,4.70,7,Ubisoft,T
Apex,XB,2003,Racing,Atari,0.10,0.03,0.00,0.00,0.14,74.00,26,9.10,7,Milestone S.r.l,E
Persona 4: Arena Ultimax,PS3,2014,Fighting,Atlus,0.00,0.00,0.13,0.00,0.14,84.00,38,8.10,85,Arc System Works,T
Vampire Night,PS2,2001,Shooter,Sony Computer Entertainment,0.07,0.05,0.00,0.02,0.14,65.00,18,8.00,5,Wow Entertainment,T
Valhalla Knights: Eldar Saga,Wii,2009,Role-Playing,Rising Star Games,0.10,0.01,0.01,0.01,0.14,35.00,17,6.70,19,"K2, Kurogane",T
World Championship Poker 2: Featuring Howard Lederer,PSP,2005,Misc,505 Games,0.12,0.00,0.00,0.01,0.14,65.00,17,2.80,17,Crave,T
BIT.TRIP SAGA,3DS,2011,Misc,Rising Star Games,0.09,0.04,0.00,0.01,0.14,75.00,21,7.80,24,Gaijin Games,E
Metal Slug 7,DS,2008,Shooter,Ignition Entertainment,0.12,0.00,0.01,0.01,0.14,70.00,38,7.40,13,SNK Playmore,T
Call of Duty: Infinite Warfare,PC,2016,Shooter,Activision,0.04,0.08,0.00,0.01,0.14,73.00,16,3.00,440,Infinity Ward,M
MotoGP '06,X360,2006,Racing,THQ,0.11,0.01,0.00,0.01,0.14,80.00,50,7.70,13,"Climax Group, Climax Studios",E
G.I. Joe: The Rise of Cobra,DS,2009,Action,Electronic Arts,0.11,0.01,0.00,0.01,0.14,47.00,16,7.50,4,Backbone Entertainment,E10+
Salt Lake 2002,PS2,2002,Sports,Eidos Interactive,0.07,0.05,0.00,0.02,0.14,49.00,11,3.50,6,Attention To Detail,E
Gladius,XB,2003,Strategy,Activision,0.10,0.03,0.00,0.00,0.14,79.00,31,8.50,22,LucasArts,T
Legends of Wrestling,XB,2002,Fighting,Acclaim Entertainment,0.10,0.03,0.00,0.00,0.14,65.00,10,5.80,4,Acclaim,T
Magnetica,DS,2006,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14,68.00,33,8.10,11,Mitchell,E
Red Orchestra 2: Heroes of Stalingrad,PC,2011,Shooter,Tripwire Interactive,0.04,0.07,0.00,0.02,0.14,76.00,49,7.30,729,Tripwire Interactive,M
Your Shape: Fitness Evolved 2013,WiiU,2012,Action,Ubisoft,0.06,0.07,0.00,0.01,0.13,76.00,8,6.30,16,Blue Byte,E10+
Castlevania Chronicles,PS,2001,Platform,Konami Digital Entertainment,0.07,0.05,0.00,0.01,0.13,69.00,16,7.00,13,Konami,T
King Arthur,PS2,2004,Action,Konami Digital Entertainment,0.07,0.05,0.00,0.02,0.13,59.00,22,8.00,10,Krome Studios,T
FIFA Street 2,PSP,2006,Sports,Electronic Arts,0.07,0.05,0.00,0.02,0.13,58.00,6,6.90,17,EA Canada,E
The Guy Game,PS2,2004,Misc,Gathering of Developers,0.07,0.05,0.00,0.02,0.13,48.00,20,6.70,13,Top Heavy Studios,M
Blade II,XB,2002,Action,Activision,0.10,0.03,0.00,0.00,0.13,53.00,20,4.00,4,Mucky Foot Productions,M
Rogue Warrior,PS3,2009,Shooter,Bethesda Softworks,0.11,0.01,0.00,0.01,0.13,27.00,24,2.80,66,Rebellion,M
Nitrobike,Wii,2008,Racing,Ubisoft,0.11,0.01,0.00,0.01,0.13,49.00,22,7.10,7,Left Field Productions,E10+
Hulk Hogan's Main Event,X360,2011,Fighting,505 Games,0.10,0.02,0.00,0.01,0.13,26.00,4,2.20,20,Panic Button,T
Retro Atari Classics,DS,2005,Misc,Atari,0.12,0.00,0.00,0.01,0.13,51.00,17,3.70,7,Taniko,E
Need for Speed Underground 2,DS,2005,Racing,Electronic Arts,0.11,0.02,0.00,0.01,0.13,65.00,13,7.00,25,EA Canada,E
Ys: The Ark of Napishtim,PS2,2005,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.00,0.02,0.13,72.00,35,8.80,14,Falcom,T
Divinity II: The Dragon Knight Saga,X360,2010,Role-Playing,Focus Home Interactive,0.11,0.02,0.00,0.01,0.13,72.00,13,7.80,50,Larian Studios,M
NHL 2K8,X360,2007,Sports,Take-Two Interactive,0.11,0.01,0.00,0.01,0.13,71.00,43,7.40,16,Kush Games,E10+
Puzzle Kingdoms,DS,2009,Puzzle,Zoo Digital Publishing,0.12,0.00,0.00,0.01,0.13,64.00,12,6.30,4,Infinite Interactive,E10+
Life is Strange,XOne,2016,Adventure,Square Enix,0.09,0.03,0.00,0.01,0.13,85.00,4,8.70,123,DONTNOD Entertainment,M
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,2008,Role-Playing,Atlus,0.07,0.05,0.00,0.02,0.13,79.00,23,8.70,26,Atlus Co.,M
X-Blades,PS3,2009,Action,SouthPeak Games,0.07,0.03,0.02,0.01,0.13,50.00,31,5.90,15,Gaijin Entertainment,M
Army Men: Green Rogue,PS2,2001,Action,3DO,0.06,0.05,0.00,0.02,0.13,39.00,13,3.80,4,3DO,T
Chessmaster,XB,2004,Misc,Ubisoft,0.10,0.03,0.00,0.00,0.13,79.00,12,9.00,6,Ubisoft,E
Peter Jackson's King Kong: The Official Game of the Movie,DS,2005,Action,Ubisoft,0.12,0.00,0.00,0.01,0.13,28.00,5,3.20,32,Ubisoft Casablanca,T
Superman: The Man of Steel,XB,2002,Action,Atari,0.10,0.03,0.00,0.00,0.13,44.00,19,6.00,11,Circus Freak,T
Kororinpa: Marble Mania,Wii,2006,Puzzle,Nintendo,0.08,0.02,0.03,0.01,0.13,69.00,39,8.70,21,Hudson,E
Chicken Run,PS,2000,Adventure,Eidos Interactive,0.07,0.05,0.00,0.01,0.13,75.00,7,6.20,6,Blitz Games,E
Fatal Inertia,X360,2007,Racing,Tecmo Koei,0.12,0.00,0.00,0.01,0.13,61.00,30,4.20,19,Koei,E10+
Phantom Brave: We Meet Again,Wii,2009,Role-Playing,Nippon Ichi Software,0.12,0.00,0.01,0.01,0.13,76.00,12,7.10,15,Nippon Ichi Software,T
Kung-Fu: High Impact,X360,2011,Action,Black Bean Games,0.08,0.05,0.00,0.01,0.13,56.00,18,7.80,20,Virtual Air Guitar Company,T
Tomb Raider: Legend,XB,2006,Action,Eidos Interactive,0.10,0.03,0.00,0.00,0.13,82.00,40,7.20,13,Crystal Dynamics,T
Ninjatown,DS,2008,Strategy,SouthPeak Games,0.12,0.00,0.00,0.01,0.13,80.00,40,8.30,21,"Venan Entertainment, Cashmere Prod.",E
Warcraft III: Reign of Chaos,PC,2002,Strategy,Vivendi Games,0.03,0.09,0.00,0.02,0.13,92.00,40,9.10,1023,Blizzard Entertainment,T
RPG Maker II,PS2,2002,Role-Playing,Enterbrain,0.06,0.05,0.00,0.02,0.13,65.00,9,8.80,77,Kuusou Kagaku,E
Alone in the Dark: Inferno,PS3,2008,Adventure,Atari,0.09,0.03,0.00,0.02,0.13,69.00,25,5.60,50,Eden Studios,M
Gravity Rush Remastered,PS4,2015,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13,80.00,62,8.20,153,Bluepoint Games,T
Destruction Derby Arenas,PS2,2004,Racing,Sony Computer Entertainment,0.06,0.05,0.00,0.02,0.13,57.00,27,7.80,14,Studio 33,T
Dengeki Bunko Fighting Climax,PSV,2014,Fighting,Sega,0.04,0.00,0.08,0.01,0.13,75.00,7,8.50,28,Sega,T
MLB Power Pros 2008,Wii,2008,Sports,Konami Digital Entertainment,0.11,0.00,0.01,0.01,0.13,79.00,16,8.70,21,Konami,E
Rumble Roses XX,X360,2006,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13,62.00,54,6.60,28,Konami,M
Total War: WARHAMMER,PC,2016,Strategy,Sega,0.00,0.12,0.00,0.01,0.13,86.00,77,7.30,556,Creative Assembly,T
Shaman King: Power of Spirit,PS2,2004,Adventure,Konami Digital Entertainment,0.06,0.05,0.00,0.02,0.13,54.00,9,8.20,17,WinkySoft,T
Anno 1701: Dawn of Discovery,DS,2007,Simulation,Touchstone,0.07,0.05,0.00,0.01,0.13,78.00,14,7.50,19,Sunflowers Interactive,E
The BIGS 2,PS3,2009,Sports,Take-Two Interactive,0.12,0.00,0.00,0.01,0.13,80.00,18,7.60,16,Blue Castle Games,E10+
LEGO Legends of Chima: Laval's Journey,PSV,2013,Adventure,Warner Bros. Interactive Entertainment,0.01,0.09,0.00,0.03,0.13,64.00,5,6.60,8,TT Games,E10+
Dead to Rights: Reckoning,PSP,2005,Shooter,Electronic Arts,0.12,0.00,0.00,0.01,0.13,54.00,26,7.20,22,Rebellion,M
NBA 08,PS3,2007,Sports,Sony Computer Entertainment,0.12,0.00,0.00,0.01,0.13,63.00,37,6.00,4,SCEA San Diego Studios,E
Mission: Impossible - Operation Surma,XB,2003,Platform,Atari,0.10,0.03,0.00,0.00,0.13,67.00,27,6.80,4,Paradigm Entertainment,T
Legendary,PS3,2008,Shooter,Atari,0.08,0.03,0.00,0.02,0.13,50.00,31,7.10,31,Spark Unlimited,M
Batman: Arkham Knight,PC,2015,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.00,0.01,0.13,70.00,14,2.50,1967,"Rocksteady Studios, Iron Galaxy Studios",M
Disney's Kim Possible: Kimmunicator,DS,2005,Platform,Disney Interactive Studios,0.11,0.01,0.00,0.01,0.13,61.00,14,7.50,4,Artificial Mind and Movement,E
Mega Man Anniversary Collection,XB,2005,Platform,Capcom,0.10,0.03,0.00,0.00,0.13,80.00,12,9.20,5,Atomic Planet Entertainment,E
Diablo II,PC,2000,Role-Playing,Havas Interactive,0.01,0.10,0.00,0.02,0.13,88.00,34,8.80,1056,Blizzard North,M
F1 2011,PSV,2011,Racing,Codemasters,0.03,0.07,0.01,0.02,0.13,66.00,27,6.20,25,Codemasters,E
Drakengard 2,PS2,2005,Role-Playing,Ubisoft,0.06,0.05,0.00,0.02,0.13,58.00,34,5.50,49,Cavia Inc.,M
Sonic Riders,XB,2006,Racing,Sega,0.10,0.03,0.00,0.00,0.13,56.00,33,8.10,7,Sonic Team,E
Shrek Super Party,XB,2002,Misc,TDK Mediactive,0.10,0.03,0.00,0.00,0.13,33.00,9,8.00,11,Mass Media,E
Venetica,X360,2010,Role-Playing,DTP Entertainment,0.09,0.03,0.00,0.01,0.13,42.00,14,7.30,18,Deck 13,T
Persona 4: Arena,X360,2012,Fighting,Atlus,0.08,0.01,0.03,0.01,0.13,83.00,21,7.30,60,Arc System Works,T
Cabela's Alaskan Adventure,X360,2006,Sports,Activision,0.12,0.00,0.00,0.01,0.13,48.00,11,5.60,17,FUN Labs,T
Heroes of the Pacific,XB,2005,Simulation,Codemasters,0.10,0.03,0.00,0.00,0.13,76.00,33,8.20,5,IR Gurus Interactive Ltd.,T
RollerCoaster Tycoon,XB,2003,Strategy,Atari,0.10,0.03,0.00,0.00,0.13,62.00,8,8.30,12,Atari,E
NightCaster,XB,2002,Action,Microsoft Game Studios,0.10,0.03,0.00,0.00,0.13,61.00,27,5.70,7,Jaleco Entertainment,T
Ape Escape 3,PS2,2005,Platform,Sony Computer Entertainment,0.06,0.05,0.00,0.02,0.13,77.00,51,8.50,22,SCE Japan Studio,E10+
"Crouching Tiger, Hidden Dragon",PS2,2003,Action,Ubisoft,0.06,0.05,0.00,0.02,0.13,48.00,26,3.70,6,Light Weight,T
Final Fantasy XIV: Heavensward,PS4,2015,Action,Square Enix,0.00,0.06,0.06,0.01,0.13,86.00,20,7.60,225,Square Enix,T
Secret Agent Clank,PSP,2008,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13,72.00,56,7.80,35,High Impact Games,E10+
Whiplash,PS2,2003,Racing,Eidos Interactive,0.06,0.05,0.00,0.02,0.13,66.00,32,8.70,15,Crystal Dynamics,T
Watch Dogs,WiiU,2014,Action,Ubisoft,0.07,0.05,0.00,0.01,0.13,62.00,15,6.40,162,Ubisoft Romania,M
BlazBlue: Continuum Shift II,PSP,2011,Fighting,PQube,0.03,0.02,0.07,0.01,0.13,77.00,8,6.80,10,Arc System Works,T
Summon Night: Twin Age,DS,2007,Role-Playing,Banpresto,0.07,0.00,0.05,0.01,0.13,73.00,21,7.20,11,Flight-Plan,E10+
Spider-Man: Battle for New York,DS,2006,Platform,Activision,0.12,0.00,0.00,0.01,0.13,68.00,13,6.90,8,Torus Games,E10+
Game Party: Champions,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.00,0.01,0.13,24.00,8,3.50,21,"Phosphor Games Studio, LLC",E
Otogi: Myth of Demons,XB,2002,Action,Sega,0.08,0.02,0.03,0.00,0.13,80.00,40,8.50,28,From Software,T
Alter Echo,PS2,2003,Shooter,THQ,0.06,0.05,0.00,0.02,0.13,62.00,26,7.00,9,Outrage Games,T
Green Lantern: Rise of the Manhunters,3DS,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.00,0.01,0.13,42.00,6,3.90,7,Griptonite Games,E10+
Puzzle de Harvest Moon,DS,2007,Puzzle,Natsume,0.12,0.00,0.00,0.01,0.13,41.00,5,6.30,4,Platinum Egg,E
Shin Megami Tensei: Digital Devil Saga,PS2,2004,Role-Playing,Ghostlight,0.06,0.05,0.00,0.02,0.13,78.00,42,8.20,48,Atlus Co.,M
Deception IV: Blood Ties,PSV,2014,Action,Tecmo Koei,0.02,0.02,0.07,0.01,0.13,67.00,19,7.50,61,Koei Tecmo Games,M
Rango: The Video Game,X360,2011,Action,Electronic Arts,0.06,0.06,0.00,0.01,0.13,68.00,25,8.00,9,Behaviour Interactive,E10+
